timestamp,presence_label,head_pose_label,eye_gaze_label,final_state
2026-01-31 19:15:52,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:53,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:54,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:55,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:56,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:57,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:15:58,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:00,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:01,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:02,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:03,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:04,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:05,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:06,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:07,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:08,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:09,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:10,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:11,PRESENT,NO_FACE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:12,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:13,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:14,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:15,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:16,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:17,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:18,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:19,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:20,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:21,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:22,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:23,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:24,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:25,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:26,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:27,PRESENT,DISTRACTED,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:28,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:29,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:30,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:31,PRESENT,ATTENTIVE,NOT_CALIBRATED,DISTRACTED
2026-01-31 19:16:32,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
2026-01-31 19:16:33,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
2026-01-31 19:16:34,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
2026-01-31 19:16:35,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
2026-01-31 19:16:36,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
2026-01-31 19:16:37,PRESENT,ATTENTIVE,attentive Eyes,ATTENTIVE
